desig,popular,type,con,ra_h,dec_deg,size_arcmin,mag,magband,sb
NGC2538,,GAL_SB,Hya,8.18944,3.6331,1.58,13.49,B,23.26
NGC3061,,GAL_SA,Dra,9.93667,75.8664,1.58,13.9,B,23.01
NGC3421,,GAL_SB,Crt,10.84917,-12.4483,1.58,14.0,B,24.1
NGC3978,,GAL_SAB,UMa,11.93583,60.5225,1.58,13.2,B,23.01
NGC4117,,GAL_S0,CVn,12.12917,43.1261,1.58,14.04,B,23.72
NGC4119,,GAL_S0A,Vir,12.13583,10.3789,1.58,12.7,B,22.04
NGC4331,,GAL_IRR,Dra,12.37667,76.1722,1.58,14.8,B,23.22
NGC4351,,GAL_SB,Vir,12.40056,12.2047,1.58,13.5,B,22.54
NGC4392,,GAL_S0,CVn,12.42167,45.8472,1.58,14.6,B,24.02
NGC4387,,GAL_E,Vir,12.42806,12.8103,1.58,12.12,V,22.75
NGC4403,,GAL_SB,Vir,12.43667,-7.6847,1.58,14.0,B,22.91
NGC4448,,GAL_SB,Com,12.47056,28.6203,1.58,11.9,B,21.52
NGC4809,,GAL_IRR,Vir,12.91417,2.6539,1.58,14.2,B,23.23
NGC5011A,,GAL_SAB,Cen,13.20278,-43.3078,1.58,14.36,B,23.5
NGC5201,,GAL_SA,UMa,13.48778,53.0819,1.58,14.3,B,23.61
NGC5205,,GAL_SB,UMa,13.50083,62.5114,1.58,13.5,B,22.89
NGC5293,,GAL_SA,Boo,13.78139,16.2728,1.58,14.3,B,23.16
NGC5425,,GAL_SA,UMa,14.01306,48.4436,1.58,14.3,B,22.94
NGC5492,,GAL_SA,Boo,14.17639,19.6122,1.58,13.7,B,22.57
NGC5797,,GAL_S0A,Boo,14.93972,49.6961,1.58,13.6,B,23.29
NGC5931,,GAL_S0,---,15.49167,7.5731,1.58,15.0,B,24.2
IC4571,,GAL_SB,TrA,15.81417,-67.3233,1.58,14.64,B,22.94
IC4585,,GAL_SB,TrA,16.00472,-66.3219,1.58,13.0,B,22.22
NGC6945,,GAL_ES0,Aqr,20.65028,-4.9725,1.58,13.5,B,24.23
NGC7315,,GAL_S0,Peg,22.59194,34.8033,1.58,13.8,B,23.62
NGC7463,,GAL_SAB,Peg,23.03083,15.9817,1.58,13.5,B,22.64
NGC7566,,GAL_SB,Psc,23.27667,-2.3306,1.58,14.5,B,23.58
NGC7570,,GAL_SA,Peg,23.27917,13.4828,1.58,13.18,V,23.37
NGC7645,,GAL_GENERIC,Scl,23.39639,-29.3881,1.58,13.8,B,23.2
NGC7684,,GAL_S0A,Psc,23.50889,0.0808,1.58,14.57,B,23.86
IC5357,,GAL_ES0,Psc,23.78944,-2.3006,1.58,14.27,B,23.74
NGC1,,GAL_SA,Peg,0.12083,27.7081,1.57,13.4,B,23.13
NGC174,,GAL_S0A,Scl,0.61639,-29.4778,1.57,13.82,B,23.22
NGC234,,GAL_SAB,Psc,0.72556,14.3425,1.57,13.5,B,23.04
NGC415,,GAL_SB,Scl,1.16806,-35.4906,1.57,14.32,B,23.45
NGC444,,GAL_SA,Psc,1.26389,31.08,1.57,14.7,B,23.44
NGC740,,GAL_SB,Tri,1.94833,33.015,1.57,14.9,B,23.55
NGC883,,GAL_ES0,Cet,2.31806,-6.7906,1.57,13.0,B,23.33
IC1875,,GAL_ES0,For,3.06556,-39.4406,1.57,13.89,B,23.12
NGC1222,,GAL_ES0,Eri,3.14917,-2.9553,1.57,13.3,B,22.84
NGC2315,,GAL_S0A,Lyn,7.0425,50.5906,1.57,14.5,B,23.78
NGC2485,,GAL_SA,CMi,7.94667,7.4778,1.57,13.3,B,22.93
NGC2551,,GAL_S0A,Cam,8.41389,73.4119,1.57,12.11,V,22.69
NGC2746,,GAL_SA,Lyn,9.09944,35.3772,1.57,14.4,B,23.73
NGC2742A,,GAL_SA,UMa,9.16583,62.2472,1.57,14.0,B,23.17
NGC3209,,GAL_E,Leo,10.34389,25.5047,1.57,13.9,B,23.75
NGC3249,,GAL_SA,Ant,10.43917,-34.9633,1.57,13.86,B,23.44
NGC3258E,,GAL_SA,Ant,10.54028,-34.9981,1.57,15.42,B,24.08
NGC4017,,GAL_SA,Com,11.97917,27.4522,1.57,13.5,B,22.48
NGC4120,,GAL_SA,Dra,12.14167,69.5447,1.57,14.1,B,22.81
NGC4213,,GAL_E,Com,12.26056,23.9817,1.57,14.3,B,23.35
NGC4416,,GAL_SA,Vir,12.44639,7.9189,1.57,11.57,V,22.76
NGC4831,,GAL_ES0,Hya,12.96028,-27.2919,1.57,13.39,B,23.19
NGC4974,,GAL_E,UMa,13.09889,53.6592,1.57,14.3,B,24.14
NGC5016,,GAL_SAB,Com,13.20167,24.0947,1.57,12.56,V,22.55
NGC5048,,GAL_ES0,Hya,13.26889,-28.4106,1.57,13.74,B,23.65
IC871,,GAL_SA,Vir,13.29944,4.4033,1.57,14.8,B,23.81
NGC5184,,GAL_SAB,Vir,13.50306,-1.6631,1.57,13.7,B,22.92
NGC5546,,GAL_E,Boo,14.3025,7.5644,1.57,14.1,B,23.18
NGC5693,,GAL_SA,Boo,14.60306,48.585,1.57,14.5,B,23.59
NGC5716,,GAL_GENERIC,Lib,14.685,-17.4767,1.57,13.0,B,23.19
NGC5760,,GAL_SA,Boo,14.79472,18.5019,1.57,14.3,B,23.46
NGC6186,,GAL_SA,Her,16.57333,21.5408,1.57,14.2,B,23.53
IC4674,,GAL_SAB,Pav,18.13667,-62.3956,1.57,14.92,B,23.85
NGC6574,,GAL_SAB,Her,18.1975,14.9817,1.57,12.5,B,22.3
IC4913,,GAL_ES0,Sgr,19.94667,-37.3281,1.57,13.98,B,23.69
IC4998,,GAL_GENERIC,Sgr,20.36944,-38.3081,1.57,14.02,B,23.39
NGC7053,,GAL_S0A,Peg,21.35194,23.0847,1.57,14.3,B,23.87
NGC7094,,PLANETARY,Peg,21.61444,12.7886,1.57,13.4,V,
NGC7426,,GAL_E,Lac,22.93417,36.3611,1.57,13.6,B,23.41
NGC7432,,GAL_E,Peg,22.96694,13.1344,1.57,14.81,V,24.3
NGC518,,GAL_SA,Psc,1.405,9.3308,1.56,14.4,B,23.56
NGC520NED02,,GAL_SA,Psc,1.40944,3.7897,1.56,12.4,B,
NGC768,,GAL_SB,Cet,1.97806,0.5292,1.56,14.3,B,23.29
IC219,,GAL_E,Cet,2.31056,-6.9031,1.56,14.44,B,24.27
NGC914,,GAL_SA,And,2.43444,42.1439,1.56,13.9,B,23.18
NGC1029,,GAL_S0A,Ari,2.66028,10.7931,1.56,13.11,V,23.82
IC1950,,GAL_SA,Hor,3.51806,-50.4331,1.56,14.93,B,23.7
IC2147,,GAL_SA,Col,5.72417,-30.495,1.56,13.61,B,23.1
NGC2389,,GAL_SAB,Gem,7.48444,33.8608,1.56,13.5,B,22.63
IC2361,,GAL_SB,Cnc,8.42917,27.8744,1.56,14.9,B,23.8
NGC2599,,GAL_SA,Cnc,8.53639,22.5606,1.56,13.4,B,22.81
NGC2918,,GAL_E,Leo,9.59556,31.7053,1.56,13.6,B,23.42
NGC3380,,GAL_SB,LMi,10.80306,28.6017,1.56,13.6,B,23.08
NGC3469,,GAL_SA,Crt,10.94917,-14.3006,1.56,14.0,B,23.7
NGC3728,,GAL_SA,Leo,11.55417,24.4467,1.56,14.7,B,23.79
NGC4404,,GAL_ES0,Vir,12.43778,-7.6806,1.56,14.0,B,23.93
IC3475,,GAL_E,Vir,12.54444,12.7708,1.56,13.29,V,23.92
NGC4712,,GAL_SA,Com,12.82583,25.4697,1.56,13.5,B,22.66
NGC4956,,GAL_S0,CVn,13.08333,35.1778,1.56,13.5,B,22.99
NGC5035,,GAL_S0A,Vir,13.24667,-16.4928,1.56,13.9,B,23.34
IC858,,GAL_S0,Com,13.24778,17.2267,1.56,14.7,B,24.4
NGC5217,,GAL_E,Com,13.56806,17.8567,1.56,14.0,B,23.76
NGC5221,,GAL_SAB,Vir,13.58194,13.8322,1.56,14.5,B,23.6
NGC5346,,GAL_SAB,CVn,13.88389,39.5806,1.56,14.9,B,23.71
NGC5409,,GAL_SAB,Boo,14.02917,9.4903,1.56,14.4,B,23.51
NGC5445,,GAL_S0,CVn,14.05889,35.0253,1.56,14.1,B,23.53
IC991,,GAL_GENERIC,Vir,14.29667,-13.8731,1.56,13.6,B,23.05
NGC5704,,GAL_SA,Boo,14.63778,40.4567,1.56,13.9,B,22.65
NGC5890,,GAL_S0A,Lib,15.29722,-17.5892,1.56,14.0,B,23.72
NGC6098,,GAL_E,Her,16.25917,19.4619,1.56,14.6,B,24.2
NGC6746,,GAL_E,Pav,19.17278,-61.9703,1.56,13.69,B,23.5
NGC7130,,GAL_SA,PsA,21.80556,-34.9514,1.56,13.87,V,22.55
NGC7253A,,GAL_SAB,Peg,22.32417,29.3956,1.56,14.4,B,22.56
NGC7648,,GAL_S0,Peg,23.39806,9.6672,1.56,13.5,B,23.44
IC5362,,GAL_S0,Scl,23.86028,-28.3647,1.56,13.81,B,23.54
NGC23,,GAL_SA,And,0.16444,25.9236,1.55,12.5,B,22.41
NGC477,,GAL_SA,And,1.35556,40.4881,1.55,14.0,B,23.04
NGC489,,GAL_SA,Psc,1.365,9.2064,1.55,13.4,B,21.93
NGC504,,GAL_S0,Psc,1.39083,33.2042,1.55,14.0,B,23.69
NGC938,,GAL_E,Ari,2.47583,20.2836,1.55,13.8,B,23.56
NGC943,,GAL_S0A,Cet,2.48583,-10.8281,1.55,11.0,B,24.03
NGC1083,,GAL_SA,Eri,2.76139,-15.3578,1.55,14.0,B,23.85
IC1870,,GAL_SA,Eri,2.96472,-2.3469,1.55,12.7,B,23.05
NGC1194,,GAL_S0A,Cet,3.06333,-1.1039,1.55,14.18,V,23.5
NGC1800,,GAL_SA,Col,5.10694,-31.9542,1.55,12.7,V,22.55
NGC2577,,GAL_ES0,Cnc,8.37833,22.5531,1.55,13.8,B,23.1
NGC2585,,GAL_SA,Hya,8.39056,-4.9153,1.55,14.5,B,23.47
NGC2788B,,GAL_SA,Car,9.06,-67.9694,1.55,14.51,B,23.47
NGC3070,,GAL_E,Leo,9.96833,10.3597,1.55,13.2,B,23.07
NGC3267,,GAL_S0,Ant,10.49667,-35.3222,1.55,13.35,V,23.2
NGC3304,,GAL_SA,LMi,10.62694,37.4556,1.55,14.4,B,23.65
NGC3510,,GAL_SB,LMi,11.06167,28.8869,1.55,13.6,B,22.55
IC2668,,GAL_SB,Crt,11.25889,-14.1708,1.55,14.59,B,23.79
NGC3704,,GAL_E,Crt,11.50139,-11.5464,1.55,14.0,B,23.64
IC3105,,GAL_IRR,Vir,12.29278,12.3881,1.55,15.0,B,23.07
NGC4642,,GAL_SA,Vir,12.72167,0.6442,1.55,13.8,B,22.68
NGC4761,,GAL_SA,Vir,12.88583,-9.1978,1.55,15.0,B,23.96
NGC4888,,GAL_SA,Vir,13.00972,-6.0753,1.55,15.0,B,23.7
NGC4905,,GAL_S0A,Cen,13.02528,-30.8681,1.55,14.28,B,23.94
NGC4986,,GAL_SB,CVn,13.14,35.2064,1.55,14.2,B,23.44
NGC4993,,GAL_ES0,Hya,13.16306,-23.3839,1.55,13.34,B,23.16
IC4215,,GAL_SA,Com,13.27139,25.405,1.55,15.0,B,23.58
IC875,,GAL_S0,UMa,13.28556,57.5392,1.55,13.9,B,23.52
NGC5230,,GAL_SAB,Boo,13.59194,13.6761,1.55,13.4,B,22.84
NGC5598,,GAL_S0,Boo,14.37417,40.3197,1.55,14.3,B,23.73
NGC6007,,GAL_SAB,---,15.88944,11.9592,1.55,14.1,B,23.33
NGC6021,,GAL_E,---,15.95833,15.9558,1.55,14.1,B,23.86
NGC6081,,GAL_S0,Her,16.21556,9.8669,1.55,14.4,B,23.95
NGC6408,,GAL_SA,Her,17.64639,18.8778,1.55,14.0,B,23.77
NGC6427,,GAL_ES0,Her,17.72722,25.4939,1.55,14.6,B,24.13
NGC6521,,GAL_E,Dra,17.92972,62.6122,1.55,14.3,B,23.76
IC4731,,GAL_S0A,Pav,18.64528,-62.9431,1.55,13.84,B,23.41
IC4799,,GAL_SB,Pav,18.9825,-63.9308,1.55,14.02,B,23.54
NGC6762,,GAL_S0A,Dra,19.09333,63.9339,1.55,14.2,B,23.47
IC4862,,GAL_SA,Pav,19.52778,-67.3228,1.55,14.58,B,23.36
IC4934,,GAL_SA,Pav,20.12056,-69.4792,1.55,14.94,B,23.29
IC1443,,GAL_E,Aqr,22.31778,-20.94,1.55,13.48,B,23.32
NGC7347,,GAL_SA,Peg,22.66556,11.0275,1.55,14.7,B,23.07
NGC7470,,GAL_SA,Gru,23.08694,-50.1117,1.55,14.76,B,23.08
NGC7499,,GAL_S0,Psc,23.17278,7.5806,1.55,15.0,B,23.79
NGC7783NED01,,GAL_S0,Psc,23.90278,0.3828,1.55,14.14,B,23.67
NGC7820,,GAL_S0A,Psc,0.07528,5.2003,1.54,13.9,B,23.27
NGC53,,GAL_SB,Tuc,0.24528,-60.3289,1.54,13.7,B,22.69
IC1733,,GAL_E,Tri,1.84528,33.0819,1.54,14.7,B,23.97
NGC823,,GAL_ES0,For,2.12194,-25.4417,1.54,13.61,B,23.38
IC221,,GAL_SA,Tri,2.37806,28.2569,1.54,13.9,B,23.28
NGC976,,GAL_SA,Ari,2.56667,20.9767,1.54,12.9,B,22.86
NGC1196,,GAL_S0,Eri,3.05944,-12.0764,1.54,14.0,B,23.81
NGC1691,,GAL_S0A,Ori,4.91056,3.2678,1.54,13.2,B,22.78
NGC3128,,GAL_SB,Hya,10.10028,-16.1217,1.54,13.9,B,23.14
NGC3318B,,GAL_SA,Vel,10.62583,-41.4653,1.54,13.92,B,23.32
NGC3725,,GAL_GENERIC,UMa,11.56139,61.8878,1.54,13.6,B,23.31
IC2951,,GAL_SA,Leo,11.72333,19.7497,1.54,13.55,V,23.65
NGC4336,,GAL_S0A,Com,12.39167,19.4267,1.54,13.6,B,22.75
NGC4468,,GAL_ES0,Com,12.49167,14.0489,1.54,14.2,B,23.45
NGC4615,,GAL_SA,Com,12.69333,26.0728,1.54,13.8,B,22.63
IC4221,,GAL_GENERIC,Vir,13.30806,-14.6089,1.54,13.93,B,22.63
NGC5117,,GAL_SA,CVn,13.38194,28.3164,1.54,14.5,B,23.5
IC4378,,GAL_S0,Cen,14.20278,-34.2653,1.54,14.53,B,24.17
NGC5580,,GAL_S0,Boo,14.36056,35.2047,1.54,13.6,B,23.26
NGC5718,,GAL_ES0,Vir,14.67833,3.4653,1.54,14.6,B,23.65
NGC6244,,GAL_SA,Dra,16.80083,62.2003,1.54,14.3,B,23.26
IC4761,,GAL_SB,Tel,18.73194,-52.8531,1.54,13.93,B,23.32
IC5019,,GAL_SAB,Mic,20.51306,-36.0767,1.54,15.47,B,24.0
NGC6970,,GAL_SB,Ind,20.86917,-48.7778,1.54,12.68,V,22.49
NGC7258,,GAL_SA,PsA,22.38278,-28.3453,1.54,13.94,B,23.03
NGC7303,,GAL_SA,Peg,22.52556,30.9558,1.54,16.0,B,23.19
NGC7450,,GAL_S0A,Aqr,23.01306,-12.9183,1.54,14.33,V,23.8
NGC7454,,GAL_E,Peg,23.01833,16.3883,1.54,13.6,B,22.58
NGC7466,,GAL_SA,Peg,23.03417,27.0525,1.54,14.42,V,23.6
NGC14,,GAL_IRR,Peg,0.14583,15.8156,1.53,13.3,B,22.31
NGC169,,GAL_SA,And,0.61417,23.9908,1.53,13.1,V,22.74
NGC187,,GAL_GENERIC,Cet,0.65806,-14.6564,1.53,13.0,B,22.82
NGC351,,GAL_S0A,Cet,1.03278,-1.9367,1.53,14.3,B,23.62
NGC599,,GAL_ES0,Cet,1.54806,-12.1914,1.53,13.0,B,23.81
IC260,,GAL_E,Per,2.85028,46.9547,1.53,15.2,B,24.64
NGC1238,,GAL_E,Eri,3.18139,-10.7481,1.53,14.0,B,24.06
NGC1473,,GAL_IRR,Hyi,3.79056,-68.2206,1.53,13.76,B,22.54
NGC1556,,GAL_SA,Dor,4.29556,-50.1642,1.53,13.53,B,22.5
NGC1567,,GAL_E,Cae,4.3525,-48.2544,1.53,13.36,B,23.24
NGC1635,,GAL_S0A,Eri,4.66889,0.5472,1.53,13.5,B,23.04
NGC1819,,GAL_S0,Ori,5.19583,5.2006,1.53,13.7,B,23.34
NGC1853,,GAL_SB,Dor,5.20444,-57.3992,1.53,13.58,B,22.47
NGC2007,,GAL_GENERIC,Pic,5.58306,-50.9217,1.53,14.84,B,23.63
NGC2303,,GAL_E,Lyn,6.93806,45.4925,1.53,13.9,B,23.73
NGC2381,,GAL_SB,Car,7.33222,-63.0667,1.53,13.44,B,23.08
NGC2544,,GAL_SA,Cam,8.36083,73.9883,1.53,13.09,V,23.35
NGC2726,,GAL_SA,UMa,9.08222,59.9328,1.53,13.1,B,22.45
IC2586,,GAL_E,Hya,10.51694,-28.7167,1.53,13.68,B,23.34
NGC3300,,GAL_S0,Leo,10.61056,14.1708,1.53,13.4,B,22.99
NGC3400,,GAL_SB,LMi,10.84556,28.4689,1.53,14.3,B,23.46
NGC3479,,GAL_SA,Crt,10.98167,-14.9614,1.53,13.0,B,23.24
NGC3805,,GAL_ES0,Leo,11.67806,20.3428,1.53,13.8,B,23.35
NGC3897,,GAL_SB,UMa,11.81639,35.0158,1.53,14.2,B,23.12
NGC3977,,GAL_SA,UMa,11.93528,55.3906,1.53,14.7,B,23.93
NGC4047,,GAL_SA,UMa,12.04722,48.6361,1.53,12.8,B,22.35
NGC4190,,GAL_IRR,CVn,12.22917,36.6339,1.53,13.25,V,23.44
NGC4431,,GAL_S0,Vir,12.45722,12.2903,1.53,12.89,V,23.46
NGC4500,,GAL_SA,UMa,12.52278,57.9644,1.53,13.2,B,22.59
NGC4669,,GAL_SA,UMa,12.74639,54.8756,1.53,15.1,B,22.86
NGC4878,,GAL_S0A,Vir,13.00556,-6.1039,1.53,14.5,B,23.62
IC881,,GAL_SB,Com,13.33194,15.8503,1.53,14.8,B,23.62
NGC5267,,GAL_SB,CVn,13.67778,38.7939,1.53,14.3,B,23.06
IC944,,GAL_SA,Boo,13.85833,14.0919,1.53,14.7,B,23.68
NGC5423,,GAL_ES0,Boo,14.04667,9.3414,1.53,13.9,B,23.46
NGC5549,,GAL_S0,Vir,14.31056,7.3772,1.53,14.2,B,23.59
NGC5966,,GAL_E,Boo,15.59778,39.7689,1.53,13.9,B,22.91
NGC6220,,GAL_SA,Oph,16.78667,0.2756,1.53,15.5,B,24.38
NGC6375,,GAL_E,Her,17.48917,16.2067,1.53,14.5,B,24.34
NGC6515,,GAL_E,Dra,17.95667,50.7281,1.53,14.3,B,23.97
IC1392,,GAL_ES0,Cyg,21.5925,35.3981,1.53,13.0,B,22.61
NGC7563,,GAL_SA,Peg,23.26556,13.1958,1.53,12.81,V,23.31
NGC7759,,GAL_S0,Aqr,23.81528,-16.5408,1.53,14.0,B,23.61
NGC12,,GAL_SA,Psc,0.14556,4.6125,1.52,14.5,B,23.3
NGC378,,GAL_SA,Scl,1.10306,-30.1781,1.52,13.83,B,23.17
NGC614,,GAL_S0,Tri,1.59778,33.6817,1.52,13.9,B,23.5
IC1722,,GAL_SAB,Scl,1.7175,-34.1878,1.52,14.71,B,23.37
NGC987,,GAL_S0A,Tri,2.61389,33.3272,1.52,13.4,B,23.03
IC1867,,GAL_GENERIC,Cet,2.93083,9.3117,1.52,15.0,B,24.66
NGC1204,,GAL_S0A,Eri,3.07778,-12.3414,1.52,15.0,B,23.67
NGC1228,,GAL_S0,Eri,3.13667,-22.9228,1.52,14.21,B,23.92
NGC1403,,GAL_ES0,Eri,3.65306,-22.3889,1.52,13.86,B,23.3
NGC1575,,GAL_SAB,Eri,4.43917,-10.0981,1.52,13.0,B,22.86
NGC2507,,GAL_S0A,Cnc,8.02667,15.7097,1.52,14.0,B,23.54
NGC2919,,GAL_SAB,Leo,9.58,10.2836,1.52,13.6,B,22.56
IC575,,GAL_SA,Sex,9.90917,-6.8572,1.52,14.31,B,23.68
NGC3233,,GAL_S0A,Hya,10.36556,-22.2678,1.52,13.53,B,23.07
NGC3399,,GAL_ES0,Leo,10.82417,16.2183,1.52,14.7,B,24.12
IC706,,GAL_S0A,Crt,11.55333,-13.3381,1.52,14.98,B,24.16
NGC3847,,GAL_E,UMa,11.73694,33.5144,1.52,14.6,B,24.12
NGC4006,,GAL_E,Vir,11.96806,-2.12,1.52,14.2,B,23.89
NGC4191,,GAL_S0,Vir,12.23056,7.2008,1.52,13.9,B,23.21
NGC4390,,GAL_SA,Vir,12.43056,10.4589,1.52,13.7,B,22.74
NGC4405,,GAL_S0A,Com,12.43528,16.1808,1.52,13.03,B,22.47
NGC4493,,GAL_E,Vir,12.51889,0.6136,1.52,14.85,B,24.51
NGC4595,,GAL_SAB,Com,12.66417,15.2978,1.52,12.8,B,22.23
NGC5029,,GAL_E,CVn,13.21056,47.0631,1.52,14.5,B,23.84
NGC5094,,GAL_E,Vir,13.34639,-14.0806,1.52,14.0,B,24.03
NGC5433,,GAL_SB,CVn,14.04306,32.5103,1.52,14.0,B,22.51
IC976,,GAL_S0A,Vir,14.14528,-1.1617,1.52,14.1,B,23.61
NGC5495,,GAL_SA,Hya,14.20639,-27.1081,1.52,13.5,V,23.02
IC1010,,GAL_SA,Vir,14.45556,1.0258,1.52,14.8,B,23.92
NGC6628,,GAL_S0,Her,18.37278,23.4783,1.52,14.8,B,24.16
NGC6700,,GAL_GENERIC,Lyr,18.76778,32.2794,1.52,14.2,B,23.42
NGC7022,,GAL_S0,Ind,21.15944,-49.3033,1.52,14.04,B,23.68
IC5165,,GAL_SA,Tuc,22.16833,-64.5781,1.52,14.8,B,23.75
NGC7378,,GAL_SB,Aqr,22.79667,-11.8167,1.52,13.0,B,22.91
IC5304,,GAL_ES0,Aqr,23.31444,-10.2592,1.52,13.47,B,23.98
NGC7664,,GAL_SA,Peg,23.44417,25.08,1.52,13.3,B,22.68
NGC120,,GAL_S0,Cet,0.45806,-1.5133,1.51,14.8,B,24.09
NGC429,,GAL_S0,Cet,1.21556,0.3447,1.51,14.4,B,24.04
NGC441,,GAL_S0A,Scl,1.23056,-31.7881,1.51,13.76,B,23.33
NGC646,,GAL_PAIR,Hyi,1.62389,-64.8964,1.51,14.37,B,
IC156,,GAL_SA,Psc,1.75806,10.5525,1.51,15.0,B,24.5
IC209,,GAL_SB,Cet,2.14944,-7.0589,1.51,13.81,B,23.09
NGC1125,,GAL_S0A,Eri,2.86083,-16.6508,1.51,13.13,V,22.88
NGC1233,,GAL_SA,Per,3.20917,39.3189,1.51,13.9,B,22.84
NGC1394,,GAL_S0,Eri,3.65167,-18.2919,1.51,12.81,V,23.4
IC343,,GAL_S0A,Eri,3.66833,-18.4433,1.51,13.19,V,23.67
IC2182,,GAL_S0A,Gem,7.23639,18.945,1.51,14.89,B,24.47
IC2194,,GAL_S0A,Gem,7.56083,31.3342,1.51,15.1,B,24.48
NGC2466,,GAL_SA,Vol,7.75417,-71.4106,1.51,13.42,B,23.32
NGC2468,,GAL_S0,Lyn,7.96694,56.3594,1.51,14.9,B,24.33
IC504,,GAL_S0,Hya,8.37806,4.2622,1.51,14.3,B,23.84
NGC2675,,GAL_E,UMa,8.86806,53.6172,1.51,13.26,V,24.05
NGC3040NED02,,GAL_S0A,Leo,9.88444,19.4319,1.51,14.2,B,23.89
IC2578,,GAL_SA,Ant,10.45639,-33.8769,1.51,14.99,B,23.48
NGC3463,,GAL_SA,Hya,10.92028,-26.1406,1.51,13.78,B,22.9
NGC3488,,GAL_SA,UMa,11.02306,57.6775,1.51,13.7,B,23.0
NGC3595,,GAL_S0,UMa,11.25694,47.4469,1.51,13.0,B,22.5
NGC3615,,GAL_E,Leo,11.30167,23.3972,1.51,14.0,B,23.66
NGC3899,,GAL_SA,Leo,11.83417,26.4792,1.51,13.2,B,22.42
NGC4127,,GAL_SA,Cam,12.14056,76.8039,1.51,13.5,B,22.68
NGC4195,,GAL_SA,UMa,12.23806,59.6153,1.51,15.5,B,24.7
NGC4268,,GAL_S0A,Vir,12.32944,5.2836,1.51,13.9,B,23.1
NGC4482,,GAL_E,Vir,12.50278,10.7794,1.51,14.2,B,23.41
IC800,,GAL_SA,Com,12.56556,15.3547,1.51,14.3,B,23.11
NGC4583,,GAL_S0,CVn,12.63444,33.4586,1.51,14.47,V,24.0
NGC4644,,GAL_SA,UMa,12.71167,55.1453,1.51,14.8,B,23.62
NGC4859,,GAL_S0A,Com,12.98389,26.8156,1.51,14.8,B,24.08
NGC4978,,GAL_S0A,Com,13.13056,18.4153,1.51,14.4,B,23.72
NGC5169,,GAL_SA,CVn,13.46917,46.6719,1.51,14.3,B,23.64
NGC5210,,GAL_SA,Vir,13.54667,7.17,1.51,14.4,B,23.55
NGC5222NED01,,GAL_E,Vir,13.58194,13.7419,1.51,14.1,B,23.75
NGC5227,,GAL_SA,Vir,13.59028,1.4106,1.51,16.45,V,23.38
NGC5234,,GAL_S0A,Cen,13.62472,-49.8367,1.51,14.0,B,23.57
NGC5318,,GAL_S0,CVn,13.84306,33.7047,1.51,13.5,B,23.21
NGC5411,,GAL_ES0,Boo,14.03306,8.9375,1.51,14.6,B,23.99
NGC5703,,GAL_SA,Boo,14.64694,30.4425,1.51,14.5,B,23.47
IC1044,,GAL_S0A,Boo,14.69139,9.4308,1.51,15.0,B,24.26
IC1056,,GAL_SA,Boo,14.76333,50.3939,1.51,14.4,B,23.68
NGC6182,,GAL_SA,Dra,16.49278,55.5178,1.51,14.6,B,23.74
IC1222,,GAL_SA,Her,16.58556,46.2139,1.51,13.45,V,23.48
IC4775,,GAL_SA,Pav,18.80694,-57.1833,1.51,14.73,B,23.36
IC4784,,GAL_S0,Pav,18.87972,-63.2594,1.51,13.73,B,23.38
NGC6794,,GAL_SA,Sgr,19.46778,-38.9189,1.51,13.88,B,23.43
IC4883,,GAL_SB,Tel,19.70028,-55.5456,1.51,14.62,B,23.46
IC5038,,GAL_GENERIC,Pav,20.78083,-65.0167,1.51,14.22,B,23.15
NGC6978,,GAL_SA,Aqr,20.87639,-5.7108,1.51,14.22,B,23.07
IC1339,,GAL_SA,Cap,20.96556,-17.9428,1.51,14.17,B,23.45
IC5106,,GAL_ES0,Pav,21.47694,-70.8344,1.51,13.77,B,23.44
NGC7105,,GAL_S0,Cap,21.69444,-10.6356,1.51,15.0,B,23.88
NGC7224,,GAL_E,Peg,22.19306,25.8644,1.51,14.7,B,24.67
IC5250A,,GAL_ES0,Tuc,22.78806,-65.0594,1.51,11.11,V,22.35
NGC7485,,GAL_S0,Peg,23.10139,34.1075,1.51,14.2,B,23.79
NGC7500,,GAL_S0,Peg,23.175,11.0122,1.51,14.9,B,24.44
NGC7720NED01,,GAL_E,Peg,23.64139,27.0314,1.51,13.3,V,23.21
IC5378,,GAL_PAIR,Peg,0.04389,16.6481,1.5,,V,
NGC61,,GAL_PAIR,Psc,0.27306,-6.3192,1.5,,V,
IC1562,,GAL_GENERIC,Cet,0.64278,-24.2742,1.5,13.56,B,23.18
NGC333B,,GAL_S0,Cet,0.98056,-16.4714,1.5,13.92,B,24.4
IC80NED01,,GAL_E,Cet,1.14722,-15.4089,1.5,14.75,B,24.48
IC80NED02,,GAL_E,Cet,1.14722,-15.4064,1.5,14.6,B,23.66
NGC525,,GAL_S0,Psc,1.41444,9.7031,1.5,14.5,B,24.1
NGC1030,,GAL_SA,Ari,2.66417,18.0242,1.5,14.5,B,23.34
IC310,,GAL_S0,Per,3.27833,41.3247,1.5,14.3,B,23.49
NGC1416,,GAL_E,Eri,3.68417,-22.7192,1.5,13.95,B,23.89
NGC1476,,GAL_SA,Hor,3.86917,-44.5322,1.5,13.82,V,23.12
IC2009,,GAL_IRR,Hor,3.89306,-48.9892,1.5,14.61,B,24.09
NGC1531,,GAL_ES0,Eri,4.19944,-32.8506,1.5,13.11,B,22.46
